customer_id,age,gender,location,customer_tenure_years,policy_type,monthly_premium,coverage_level,claims_last_year,payment_delay_days,customer_satisfaction,customer_service_interactions,churn
3304,64,F,Urban,1,Third_Party,229.93,Medium,1,0,3,1,0
3305,26,M,Rural,3,Basic,100.0,Medium,0,13,2,1,1
3306,48,M,Rural,1,Basic,101.96,High,1,16,3,1,1
3307,32,F,Urban,11,Third_Party,202.68,Medium,1,0,1,1,0
3308,51,F,Urban,1,Third_Party,246.17,Medium,0,0,1,2,0
3309,35,F,Suburban,2,Basic,115.51,Medium,0,0,2,1,0
3310,36,F,Urban,10,Third_Party,188.24,Medium,1,0,4,4,0
3311,42,F,Suburban,5,Basic,130.74,Medium,0,18,3,0,1
3312,33,F,Urban,12,Comprehensive,322.33,Low,0,0,4,4,0
3313,37,M,Rural,2,Comprehensive,298.76,Medium,0,0,2,3,0
3314,33,M,Urban,2,Third_Party,206.7,High,0,0,3,1,0
3315,44,M,Urban,2,Third_Party,229.14,Medium,1,0,4,3,0
3316,39,M,Urban,5,Comprehensive,298.88,Low,1,0,4,1,0
3317,39,F,Urban,1,Comprehensive,306.94,High,1,11,3,2,0
3318,37,M,Rural,18,Basic,116.26,Medium,0,12,3,2,0
3319,42,M,Suburban,12,Basic,121.84,Medium,2,0,5,2,0
3320,41,M,Urban,3,Comprehensive,312.33,Medium,0,0,5,3,0
3321,26,M,Urban,4,Basic,102.29,High,0,13,2,1,1
3322,45,F,Urban,4,Third_Party,209.35,Medium,1,8,3,1,0
3323,47,M,Rural,3,Third_Party,212.09,Medium,1,12,4,4,0
3324,40,F,Suburban,9,Third_Party,205.33,Medium,1,0,1,3,0
3325,48,M,Urban,9,Comprehensive,319.69,Medium,2,0,2,0,0
3326,45,F,Urban,4,Third_Party,225.77,Low,1,0,4,2,0
3327,54,F,Urban,5,Third_Party,243.44,High,0,0,3,0,0
3328,49,M,Suburban,15,Basic,108.12,Medium,0,14,2,1,0
3329,39,M,Suburban,2,Third_Party,253.77,Low,0,0,4,3,0
3330,36,M,Urban,6,Third_Party,200.4,High,0,8,4,1,0
3331,38,M,Urban,5,Comprehensive,312.97,Low,0,0,5,1,0
3332,38,F,Urban,8,Third_Party,194.81,High,0,0,1,4,0
3333,56,F,Urban,2,Basic,100.0,Medium,0,0,3,5,0
3334,34,M,Urban,9,Third_Party,205.58,Low,0,21,2,1,1
3335,56,M,Urban,2,Basic,109.48,Low,0,10,2,2,0
3336,41,M,Suburban,8,Third_Party,176.65,High,0,0,4,1,0
3337,42,F,Urban,16,Third_Party,210.14,Medium,0,21,3,3,1
3338,52,M,Suburban,7,Third_Party,227.46,Medium,1,0,3,1,0
3339,45,M,Urban,8,Third_Party,240.46,Medium,0,0,4,1,0
3340,46,M,Suburban,4,Third_Party,217.7,Medium,0,0,3,2,0
3341,55,F,Urban,1,Third_Party,274.82,High,1,0,3,2,0
3342,53,F,Suburban,2,Third_Party,198.54,High,0,0,1,0,0
3343,51,F,Urban,6,Comprehensive,295.97,Low,0,0,3,1,0
3344,39,F,Urban,7,Third_Party,203.41,High,2,11,5,2,0
3345,30,M,Suburban,2,Third_Party,194.27,Medium,0,0,4,2,0
3346,43,F,Urban,11,Basic,118.9,High,0,13,1,3,0
3347,44,F,Urban,2,Comprehensive,282.87,Low,2,0,5,4,0
3348,37,M,Urban,2,Comprehensive,279.5,Medium,0,0,3,3,0
3349,45,M,Rural,2,Third_Party,222.32,Medium,2,0,4,3,0
3350,51,F,Urban,2,Comprehensive,294.84,Medium,0,0,4,0,0
3351,45,M,Suburban,8,Basic,132.38,Medium,0,16,2,3,1
3352,41,F,Urban,8,Basic,139.12,Medium,0,0,2,2,0
3353,48,M,Rural,2,Comprehensive,308.08,Medium,0,0,3,1,0
3354,36,F,Suburban,5,Basic,100.58,High,0,17,4,2,1
3355,31,M,Urban,6,Basic,123.48,Medium,2,0,2,2,0
3356,55,M,Suburban,6,Comprehensive,309.66,Medium,0,8,2,1,0
3357,46,F,Urban,2,Basic,133.54,Medium,0,11,4,1,0
3358,43,F,Urban,3,Third_Party,246.71,High,1,0,3,2,0
3359,39,F,Suburban,2,Third_Party,237.44,Low,0,0,3,1,0
3360,54,M,Urban,4,Basic,139.99,Medium,0,0,2,2,0
3361,56,M,Urban,3,Comprehensive,318.77,Medium,1,0,4,1,0
3362,48,M,Urban,3,Third_Party,209.41,Low,1,0,4,6,0
3363,50,M,Suburban,5,Third_Party,247.59,High,2,0,2,1,0
3364,38,M,Urban,7,Basic,151.3,Low,0,0,4,0,0
3365,52,M,Urban,3,Comprehensive,330.44,Medium,0,0,3,3,0
3366,35,F,Rural,3,Comprehensive,336.36,Medium,1,0,5,3,0
3367,39,F,Suburban,13,Basic,137.8,High,0,8,4,2,0
3368,38,M,Urban,6,Comprehensive,310.5,Low,0,0,4,5,0
3369,67,M,Suburban,2,Third_Party,250.35,High,0,15,3,2,0
3370,68,M,Urban,12,Comprehensive,348.85,Medium,0,20,3,1,0
3371,49,M,Rural,4,Comprehensive,340.06,Medium,1,0,5,0,0
3372,42,M,Urban,4,Third_Party,206.79,Medium,0,0,3,3,0
3373,50,M,Suburban,4,Comprehensive,296.6,Medium,2,0,3,3,0
3374,45,F,Urban,1,Basic,106.96,Medium,1,0,2,1,0
3375,41,M,Rural,3,Third_Party,193.16,Medium,0,0,4,2,0
3376,47,F,Suburban,1,Third_Party,215.33,High,0,17,3,1,1
3377,52,F,Suburban,4,Comprehensive,302.79,Low,1,0,4,0,0
3378,47,M,Urban,4,Comprehensive,324.75,Medium,0,14,3,4,1
3379,33,F,Urban,9,Comprehensive,283.35,Medium,1,18,2,2,1
3380,46,F,Suburban,5,Third_Party,224.5,Medium,3,0,3,2,0
3381,40,F,Urban,4,Basic,138.17,High,0,0,3,1,0
3382,31,M,Urban,1,Third_Party,199.39,High,0,16,3,3,1
3383,53,M,Urban,1,Basic,134.78,Low,0,0,5,1,0
3384,53,F,Urban,6,Third_Party,233.71,Low,0,0,3,2,0
3385,33,M,Rural,4,Third_Party,213.49,Medium,0,16,4,2,1
3386,48,M,Urban,2,Comprehensive,325.56,Medium,1,17,3,0,1
3387,55,M,Urban,3,Comprehensive,341.06,Medium,1,0,4,1,0
3388,37,M,Urban,3,Comprehensive,308.52,High,1,16,2,5,1
3389,37,F,Urban,3,Third_Party,231.86,Medium,1,14,4,5,1
3390,53,M,Urban,4,Third_Party,219.11,Medium,0,0,4,3,0
3391,47,F,Suburban,3,Comprehensive,306.75,High,0,0,2,1,0
3392,39,F,Rural,5,Comprehensive,312.68,Low,0,0,1,1,0
3393,50,M,Urban,1,Basic,100.05,Medium,0,19,1,1,1
3394,44,F,Urban,24,Comprehensive,283.01,Medium,2,0,3,2,0
3395,45,M,Suburban,2,Basic,139.14,Medium,0,0,1,2,0
3396,36,M,Urban,5,Comprehensive,256.89,High,0,0,3,0,0
3397,41,M,Suburban,7,Third_Party,210.38,Low,0,0,1,3,0
3398,55,M,Urban,9,Basic,133.68,Low,1,0,1,5,0
3399,49,M,Urban,1,Third_Party,204.05,High,0,16,5,2,1
3400,52,F,Suburban,7,Third_Party,243.28,High,0,0,4,1,0
3401,46,F,Urban,6,Comprehensive,308.58,Low,0,0,3,1,0
3402,42,F,Suburban,4,Basic,100.0,Medium,0,0,3,2,0
3403,43,F,Suburban,6,Third_Party,210.16,Medium,2,0,1,1,0
3404,68,M,Suburban,7,Comprehensive,319.93,High,0,11,3,0,0
3405,37,F,Suburban,2,Basic,120.13,Medium,0,0,1,2,0
3406,37,F,Urban,7,Comprehensive,312.06,Medium,1,0,5,1,0
3407,50,F,Urban,7,Third_Party,256.77,Medium,1,0,4,1,0
3408,37,M,Urban,6,Third_Party,202.23,Low,1,16,5,4,1
3409,48,F,Urban,10,Third_Party,231.52,Low,0,0,5,3,0
3410,47,M,Suburban,4,Comprehensive,340.49,Medium,1,0,3,4,0
3411,29,M,Urban,5,Comprehensive,287.18,High,1,19,5,3,1
3412,41,F,Urban,6,Third_Party,225.69,Medium,1,0,3,2,0
3413,33,F,Suburban,5,Comprehensive,282.58,Medium,0,20,4,2,1
3414,41,M,Urban,4,Third_Party,231.15,High,0,13,3,2,0
3415,39,M,Suburban,1,Third_Party,199.4,Low,0,0,4,2,0
3416,55,F,Urban,2,Third_Party,258.35,Low,1,0,3,0,0
3417,57,M,Urban,8,Third_Party,256.95,Medium,0,16,4,0,0
3418,50,M,Urban,5,Comprehensive,302.67,Medium,0,20,4,3,1
3419,60,M,Urban,9,Comprehensive,327.5,High,1,0,5,4,0
3420,45,M,Urban,7,Third_Party,218.75,High,0,0,1,2,0
3421,37,M,Rural,4,Third_Party,224.08,High,2,0,4,3,0
3422,34,M,Suburban,29,Comprehensive,312.76,Medium,0,14,1,2,0
3423,44,M,Suburban,5,Third_Party,210.98,Medium,0,0,3,2,0
3424,43,M,Suburban,2,Third_Party,213.8,Low,1,8,3,1,0
3425,39,M,Urban,3,Basic,100.0,High,0,13,3,2,0
3426,63,M,Urban,2,Basic,105.19,High,0,0,4,6,0
3427,45,F,Rural,3,Third_Party,187.1,Medium,0,0,5,3,0
3428,61,F,Rural,2,Third_Party,266.7,Low,0,0,5,0,0
3429,42,M,Urban,1,Third_Party,197.36,Medium,0,0,2,1,0
3430,33,M,Rural,6,Comprehensive,292.01,Medium,1,0,5,2,0
3431,51,F,Suburban,3,Comprehensive,307.71,Medium,0,0,3,3,0
3432,37,M,Urban,3,Third_Party,240.17,High,1,0,3,3,0
3433,33,M,Urban,1,Comprehensive,262.47,Medium,1,0,2,5,0
3434,34,F,Urban,6,Comprehensive,277.94,Medium,0,0,5,3,0
3435,29,M,Suburban,1,Third_Party,201.53,High,0,0,3,0,0
3436,38,F,Suburban,2,Third_Party,202.6,Low,0,0,4,1,0
3437,28,F,Urban,2,Third_Party,245.08,Medium,0,0,3,1,0
3438,43,M,Urban,5,Third_Party,260.33,High,0,0,3,1,0
3439,34,M,Suburban,4,Third_Party,212.73,Medium,1,21,4,0,1
3440,47,M,Urban,2,Comprehensive,337.26,High,0,0,5,1,0
3441,55,M,Urban,2,Third_Party,234.11,Low,0,0,4,2,0
3442,49,M,Urban,1,Comprehensive,360.16,Low,0,0,3,3,0
3443,55,F,Suburban,4,Basic,100.0,High,1,11,5,6,0
3444,36,M,Urban,6,Comprehensive,273.28,Medium,0,14,2,1,1
3445,47,F,Urban,8,Comprehensive,301.88,Medium,0,0,4,3,0
3446,59,M,Suburban,2,Basic,158.39,High,0,0,4,3,0
3447,39,M,Urban,7,Comprehensive,301.74,Medium,1,0,2,0,0
3448,53,M,Urban,4,Third_Party,204.65,Medium,0,0,2,2,0
3449,50,M,Rural,8,Comprehensive,330.65,Medium,0,0,2,4,0
3450,38,M,Urban,5,Third_Party,216.17,High,3,0,1,2,0
3451,35,M,Urban,1,Basic,137.07,Medium,0,12,2,2,1
3452,46,M,Suburban,1,Third_Party,212.23,Low,1,0,2,1,0
3453,48,F,Urban,2,Third_Party,180.33,High,1,0,4,5,0
3454,51,M,Urban,8,Comprehensive,316.06,High,1,0,2,1,0
3455,48,M,Suburban,9,Basic,124.89,Medium,1,0,4,1,0
3456,53,M,Suburban,1,Third_Party,202.69,Medium,0,0,5,2,0
3457,50,M,Urban,3,Comprehensive,337.64,High,1,0,1,0,0
3458,60,M,Urban,4,Third_Party,230.65,Low,2,0,4,3,0
3459,55,F,Urban,3,Comprehensive,315.89,Medium,1,0,5,1,0
3460,48,M,Suburban,8,Third_Party,222.75,High,0,0,4,2,0
3461,49,M,Suburban,5,Third_Party,252.63,Low,1,0,1,1,0
3462,47,M,Urban,5,Third_Party,239.34,Low,2,14,2,1,1
3463,49,M,Urban,2,Third_Party,229.52,Medium,1,25,3,2,1
3464,57,M,Suburban,18,Basic,132.17,Low,0,15,3,3,0
3465,32,F,Suburban,1,Comprehensive,318.14,Medium,1,16,5,4,1
3466,51,M,Urban,11,Comprehensive,277.46,Medium,1,0,3,0,0
3467,48,M,Suburban,5,Comprehensive,281.93,Medium,0,0,3,1,0
3468,52,M,Rural,9,Third_Party,173.59,Medium,1,0,2,3,0
3469,48,M,Urban,12,Comprehensive,305.26,Medium,0,0,3,3,0
3470,43,M,Urban,19,Comprehensive,298.93,High,1,5,5,1,0
3471,31,M,Urban,2,Comprehensive,314.81,High,2,0,3,2,0
3472,62,M,Suburban,5,Comprehensive,325.6,Medium,1,0,4,2,0
3473,47,M,Urban,12,Third_Party,248.91,Low,0,0,4,0,0
3474,20,F,Urban,1,Third_Party,148.91,Low,2,0,5,2,0
3475,51,F,Suburban,20,Basic,120.84,High,3,0,2,3,0
3476,49,M,Suburban,3,Comprehensive,312.25,Medium,0,0,4,0,0
3477,46,M,Urban,5,Comprehensive,292.91,High,0,0,2,0,0
3478,47,F,Rural,1,Basic,117.08,Low,1,0,2,3,0
3479,43,M,Urban,2,Third_Party,192.65,High,1,0,2,1,0
3480,62,M,Suburban,7,Basic,120.63,High,0,0,1,1,0
3481,44,F,Suburban,1,Third_Party,229.91,Medium,0,0,3,0,0
3482,43,F,Urban,1,Third_Party,231.82,Medium,0,20,5,2,1
3483,36,F,Urban,1,Comprehensive,334.83,Medium,0,0,3,0,0
3484,57,F,Suburban,2,Comprehensive,331.19,Medium,1,0,5,0,0
3485,39,F,Rural,2,Comprehensive,320.63,High,0,0,3,4,0
3486,52,M,Suburban,3,Comprehensive,314.73,Low,1,0,3,2,0
3487,57,M,Rural,4,Comprehensive,314.79,High,0,0,2,3,0
3488,46,M,Urban,2,Comprehensive,311.54,Medium,0,16,5,1,1
3489,49,F,Rural,10,Basic,128.95,Low,0,0,3,2,0
3490,37,M,Urban,8,Third_Party,229.26,Medium,2,0,3,5,0
3491,51,F,Urban,7,Comprehensive,328.73,Low,0,0,2,5,0
3492,32,F,Urban,3,Third_Party,224.17,Low,0,0,2,1,0
3493,32,M,Suburban,11,Basic,120.34,High,0,0,3,2,0
3494,45,F,Urban,3,Basic,142.95,Low,0,0,4,3,0
3495,33,F,Urban,7,Basic,119.75,Low,0,0,4,2,0
3496,51,M,Urban,7,Comprehensive,313.29,Medium,0,0,1,1,0
3497,41,F,Urban,4,Third_Party,217.38,High,0,0,5,2,0
3498,49,F,Urban,6,Third_Party,198.46,Medium,0,0,2,0,0
3499,48,F,Suburban,5,Basic,104.06,High,0,0,2,2,0
3500,43,M,Urban,2,Comprehensive,285.59,Low,0,0,2,0,0
3501,40,M,Urban,1,Basic,100.0,High,1,0,5,3,0
3502,34,M,Rural,8,Third_Party,205.68,High,0,0,4,0,0
3503,65,F,Suburban,13,Comprehensive,350.85,Medium,0,0,4,0,0
3504,55,M,Suburban,8,Basic,127.33,High,0,0,3,2,0
3505,42,F,Suburban,1,Basic,148.21,High,1,19,3,1,1
3506,36,M,Urban,2,Third_Party,212.78,Medium,0,0,2,3,0
3507,25,M,Urban,17,Basic,131.75,Medium,0,18,1,2,1
3508,42,F,Suburban,9,Basic,114.99,Low,0,0,5,3,0
3509,61,M,Rural,5,Comprehensive,343.32,Medium,0,0,4,2,0
3510,60,M,Urban,15,Comprehensive,310.75,Low,0,0,2,2,0
3511,59,M,Urban,13,Comprehensive,281.46,Medium,0,0,5,1,0
3512,58,M,Urban,3,Comprehensive,345.69,Low,0,0,4,2,0
3513,37,M,Rural,2,Third_Party,192.86,Medium,1,0,4,2,0
3514,35,M,Rural,7,Basic,100.61,High,0,20,2,0,1
3515,51,F,Urban,2,Comprehensive,355.22,Medium,0,16,2,2,1
3516,78,F,Suburban,14,Comprehensive,342.24,Medium,1,0,5,3,0
3517,49,F,Urban,10,Third_Party,225.58,Low,0,19,3,4,1
3518,38,F,Suburban,10,Comprehensive,287.03,High,1,8,2,2,0
3519,58,F,Suburban,4,Third_Party,224.74,Medium,0,0,2,2,0
3520,47,M,Suburban,4,Comprehensive,288.61,Medium,0,0,3,4,0
3521,50,F,Suburban,6,Basic,133.31,Medium,2,16,2,2,1
3522,27,M,Urban,5,Third_Party,205.96,Low,0,12,3,3,1
3523,61,M,Urban,5,Basic,158.8,High,1,0,2,2,0
3524,40,F,Suburban,10,Comprehensive,259.48,Medium,0,0,2,2,0
3525,35,F,Urban,2,Comprehensive,280.3,Medium,0,0,2,1,0
3526,37,M,Suburban,6,Basic,126.13,Low,0,0,2,0,0
3527,42,F,Suburban,5,Third_Party,208.93,High,0,15,1,0,1
3528,40,F,Suburban,30,Basic,112.71,Medium,0,0,4,2,0
3529,42,M,Suburban,1,Third_Party,250.57,Medium,1,0,3,4,0
3530,60,F,Urban,5,Comprehensive,315.03,Low,1,0,2,1,0
3531,43,F,Urban,3,Basic,161.93,Low,0,0,3,1,0
3532,38,F,Suburban,4,Comprehensive,308.6,Low,0,0,3,0,0
3533,46,F,Suburban,17,Third_Party,205.16,Medium,1,0,4,3,0
3534,45,F,Suburban,1,Comprehensive,270.38,Low,0,0,3,2,0
3535,48,M,Suburban,3,Third_Party,238.36,Low,1,15,2,1,1
3536,45,F,Rural,6,Comprehensive,298.56,Low,0,23,4,1,1
3537,48,M,Suburban,34,Comprehensive,314.05,Medium,0,6,3,2,0
3538,43,M,Suburban,3,Third_Party,233.51,High,1,18,2,1,1
3539,36,M,Urban,11,Basic,113.23,Low,1,0,4,1,0
3540,41,F,Urban,4,Comprehensive,314.53,Medium,1,0,2,3,0
3541,61,M,Urban,3,Comprehensive,350.24,Medium,1,0,4,3,0
3542,32,M,Suburban,1,Third_Party,224.56,Medium,0,16,1,3,1
3543,24,F,Suburban,5,Comprehensive,272.27,Medium,1,20,3,0,1
3544,49,F,Rural,5,Third_Party,227.77,Medium,0,12,3,1,0
3545,48,F,Urban,5,Third_Party,199.05,Low,0,0,3,2,0
3546,38,M,Urban,2,Basic,138.28,High,0,0,4,2,0
3547,43,F,Urban,3,Comprehensive,327.55,Medium,2,11,3,2,1
3548,45,M,Urban,5,Comprehensive,302.17,High,2,9,2,1,0
3549,51,M,Urban,2,Comprehensive,300.74,Medium,0,0,4,0,0
3550,42,M,Suburban,1,Comprehensive,309.2,Medium,0,12,5,2,0
3551,51,F,Suburban,2,Third_Party,212.21,Low,0,0,3,3,0
3552,44,M,Suburban,5,Third_Party,190.78,Medium,1,0,3,2,0
3553,56,M,Urban,2,Third_Party,223.72,Medium,0,0,1,1,0
3554,38,F,Suburban,2,Comprehensive,321.25,Medium,0,15,4,4,1
3555,48,M,Rural,2,Third_Party,245.92,Low,0,0,3,4,0
3556,57,M,Urban,5,Comprehensive,314.91,Low,0,0,5,4,0
3557,24,F,Suburban,1,Basic,100.0,Medium,0,0,3,3,0
3558,36,M,Urban,3,Third_Party,200.32,Medium,0,0,2,1,0
3559,49,F,Suburban,7,Third_Party,267.57,Medium,0,0,2,1,0
3560,34,M,Urban,8,Comprehensive,269.42,High,0,14,4,2,1
3561,43,F,Urban,8,Comprehensive,345.53,Low,0,0,3,2,0
3562,60,M,Rural,7,Third_Party,243.48,Medium,0,0,1,1,0
3563,25,M,Urban,23,Comprehensive,271.51,Medium,2,12,4,1,0
3564,37,M,Urban,2,Third_Party,221.43,Medium,0,0,5,4,0
3565,44,F,Urban,1,Basic,132.93,Medium,1,19,3,2,1
3566,39,F,Urban,4,Basic,129.99,High,0,0,3,2,0
3567,53,M,Suburban,6,Third_Party,228.62,High,0,0,4,1,0
3568,41,F,Urban,20,Third_Party,224.96,Low,0,0,3,1,0
3569,70,M,Suburban,5,Third_Party,242.03,High,1,18,4,4,0
3570,48,M,Urban,6,Third_Party,199.69,Medium,0,18,4,0,1
3571,41,M,Urban,3,Comprehensive,306.67,High,1,15,3,3,1
3572,21,M,Urban,3,Basic,100.0,Low,0,0,4,5,0
3573,22,F,Suburban,3,Third_Party,183.61,Medium,1,0,3,1,0
3574,39,M,Rural,6,Third_Party,182.61,Medium,1,0,2,1,0
3575,30,M,Urban,2,Basic,132.8,Low,1,0,4,2,0
3576,52,M,Urban,1,Comprehensive,297.48,Low,0,0,4,0,0
3577,47,M,Rural,3,Third_Party,241.77,Medium,0,0,2,1,0
3578,42,F,Suburban,2,Comprehensive,302.99,Medium,0,0,2,1,0
3579,45,F,Suburban,1,Comprehensive,298.77,Medium,0,0,4,1,0
3580,50,F,Urban,5,Comprehensive,334.13,High,1,0,3,3,0
3581,64,M,Suburban,1,Third_Party,246.54,Low,1,0,5,1,0
3582,39,F,Urban,4,Third_Party,217.64,Medium,0,0,5,5,0
3583,38,M,Urban,5,Comprehensive,309.28,High,0,0,5,0,0
3584,44,F,Urban,1,Third_Party,227.53,High,1,0,3,0,0
3585,56,M,Urban,7,Basic,121.46,Medium,0,12,2,2,0
3586,37,F,Suburban,1,Comprehensive,322.36,Medium,0,0,3,3,0
3587,49,F,Urban,4,Comprehensive,293.26,High,1,0,2,8,0
3588,52,M,Urban,2,Basic,135.76,High,0,9,4,2,0
3589,40,F,Suburban,3,Comprehensive,315.9,Medium,0,17,3,3,1
3590,44,M,Urban,7,Third_Party,198.22,Medium,0,0,5,2,0
3591,48,F,Urban,2,Third_Party,219.88,High,1,19,3,3,1
3592,52,F,Suburban,2,Basic,162.46,Medium,0,20,3,6,1
3593,42,F,Rural,3,Third_Party,234.57,Low,1,0,2,4,0
3594,48,M,Urban,4,Comprehensive,322.02,Medium,1,16,3,2,1
3595,47,M,Urban,2,Third_Party,219.83,Medium,0,0,5,1,0
3596,45,M,Urban,3,Basic,104.44,High,1,0,4,1,0
3597,35,M,Suburban,4,Comprehensive,266.58,Medium,1,0,2,4,0
3598,37,M,Suburban,2,Comprehensive,268.82,High,1,11,3,3,1
3599,49,F,Urban,2,Third_Party,215.66,Low,0,0,3,1,0
3600,42,F,Suburban,3,Comprehensive,305.77,Medium,2,0,5,0,0
3601,18,F,Suburban,3,Basic,130.85,Medium,0,17,2,1,1
3602,41,F,Rural,7,Comprehensive,289.81,Low,1,13,1,1,1
3603,51,F,Urban,3,Basic,125.23,High,1,0,2,2,0
3604,46,F,Urban,1,Basic,102.0,High,0,0,2,3,0
3605,56,F,Suburban,11,Basic,100.0,High,2,0,4,0,0
3606,68,F,Urban,10,Comprehensive,330.67,High,0,19,4,3,0
3607,52,F,Suburban,6,Third_Party,275.12,High,0,0,2,3,0
3608,43,F,Suburban,4,Comprehensive,292.51,High,1,0,2,1,0
3609,35,M,Rural,3,Comprehensive,301.7,Low,0,0,2,1,0
3610,43,M,Urban,2,Third_Party,211.9,High,0,0,4,2,0
3611,47,F,Urban,5,Third_Party,207.77,Low,0,0,1,1,0
3612,31,F,Urban,7,Third_Party,215.7,Medium,1,12,4,0,0
3613,35,M,Suburban,3,Comprehensive,293.1,High,0,14,3,3,1
3614,42,M,Rural,4,Comprehensive,299.93,High,1,0,3,2,0
3615,50,F,Suburban,4,Comprehensive,306.26,High,0,0,2,0,0
3616,30,F,Suburban,7,Comprehensive,303.2,Medium,0,12,3,2,0
3617,50,F,Suburban,4,Basic,148.97,Medium,0,14,5,1,0
3618,39,M,Urban,11,Comprehensive,307.55,High,0,0,4,2,0
3619,48,M,Suburban,8,Comprehensive,339.8,Low,1,0,4,3,0
3620,18,F,Urban,8,Basic,111.17,Medium,1,11,4,0,1
3621,47,M,Rural,3,Third_Party,238.11,Medium,1,0,3,1,0
3622,41,M,Urban,6,Third_Party,210.54,Medium,0,0,5,2,0
3623,44,F,Urban,8,Comprehensive,331.0,Medium,0,0,3,5,0
3624,41,F,Urban,8,Third_Party,217.51,Medium,1,0,3,2,0
3625,40,F,Urban,4,Comprehensive,312.9,Medium,1,0,4,1,0
3626,52,F,Suburban,10,Comprehensive,293.98,Medium,0,8,2,2,0
3627,55,M,Urban,18,Third_Party,218.97,Low,0,0,3,0,0
3628,40,F,Urban,17,Third_Party,253.11,High,0,18,2,1,1
3629,25,M,Urban,1,Comprehensive,278.87,Medium,0,0,5,1,0
3630,28,M,Suburban,5,Basic,125.77,Medium,0,22,4,2,1
3631,49,F,Urban,2,Basic,153.33,Low,0,0,1,2,0
3632,43,F,Suburban,1,Third_Party,248.9,Medium,0,23,4,3,1
3633,55,F,Urban,3,Comprehensive,327.8,Medium,1,7,4,2,0
3634,39,M,Urban,3,Third_Party,230.0,Medium,1,0,5,5,0
3635,47,M,Urban,11,Comprehensive,321.66,Low,1,13,5,4,0
3636,40,F,Urban,7,Third_Party,208.99,High,0,13,1,4,0
3637,53,F,Urban,5,Comprehensive,332.07,High,0,0,4,3,0
3638,33,F,Urban,2,Basic,113.27,Medium,2,0,5,3,0
3639,51,F,Suburban,8,Comprehensive,308.29,Medium,2,25,2,1,1
3640,46,F,Urban,18,Third_Party,193.2,Low,0,0,1,4,0
3641,45,M,Urban,4,Third_Party,181.4,Medium,1,0,3,4,0
3642,43,M,Urban,10,Comprehensive,299.03,Low,0,0,4,2,0
3643,32,M,Urban,18,Comprehensive,282.69,Medium,0,11,5,1,0
3644,52,M,Suburban,28,Third_Party,216.89,Medium,0,0,5,0,0
3645,46,M,Suburban,15,Comprehensive,336.96,Low,0,0,3,0,0
3646,43,M,Urban,24,Comprehensive,329.39,Low,1,0,3,2,0
3647,44,F,Urban,6,Comprehensive,269.87,High,0,14,3,1,0
3648,46,F,Urban,3,Comprehensive,276.5,Low,3,0,2,0,0
3649,26,F,Urban,6,Basic,100.0,High,1,0,2,1,0
3650,51,M,Rural,2,Basic,136.91,Medium,0,0,2,3,0
3651,34,M,Urban,10,Third_Party,212.9,Medium,1,0,3,0,0
3652,46,M,Urban,7,Third_Party,241.4,High,1,5,3,2,0
3653,27,F,Suburban,12,Third_Party,216.81,Low,0,0,1,4,0
3654,37,M,Urban,2,Comprehensive,289.63,Medium,1,0,4,2,0
3655,51,F,Urban,20,Comprehensive,314.15,High,2,0,4,2,0
3656,43,F,Urban,4,Comprehensive,326.29,Medium,2,0,5,0,0
3657,42,F,Urban,4,Basic,149.91,High,0,0,5,1,0
3658,46,M,Suburban,14,Third_Party,202.32,Medium,0,18,2,0,0
3659,34,F,Suburban,2,Third_Party,232.23,Medium,1,0,5,3,0
3660,41,M,Urban,3,Basic,123.1,High,1,0,1,2,0
3661,38,F,Urban,6,Comprehensive,280.29,Medium,0,14,1,4,1
3662,56,M,Urban,2,Comprehensive,289.88,Low,0,0,1,3,0
3663,53,F,Urban,2,Basic,101.6,Low,1,0,3,7,0
3664,55,F,Urban,19,Basic,130.55,Medium,2,0,4,3,0
3665,35,F,Suburban,2,Comprehensive,289.2,Low,0,0,4,2,0
3666,61,F,Urban,2,Third_Party,264.06,High,0,0,2,6,0
3667,67,M,Suburban,1,Third_Party,237.45,Medium,1,0,2,1,0
3668,43,M,Urban,3,Comprehensive,276.64,High,1,0,2,4,0
3669,52,F,Urban,12,Third_Party,234.33,High,2,22,4,1,1
3670,70,F,Rural,17,Third_Party,243.26,Low,0,0,5,1,0
3671,49,M,Suburban,2,Third_Party,218.4,Low,0,0,3,6,0
3672,24,F,Rural,9,Comprehensive,275.44,Medium,0,14,1,3,1
3673,57,M,Suburban,8,Comprehensive,320.59,Medium,0,0,1,1,0
3674,56,F,Urban,2,Comprehensive,311.03,Medium,0,0,2,2,0
3675,36,M,Urban,5,Basic,105.87,Medium,0,0,3,2,0
3676,32,M,Urban,4,Basic,132.03,High,0,0,4,2,0
3677,39,M,Urban,3,Comprehensive,334.01,Medium,1,0,2,1,0
3678,62,F,Rural,1,Third_Party,234.45,High,0,23,3,2,1
3679,31,F,Urban,2,Third_Party,241.86,Medium,0,12,1,1,1
3680,35,M,Urban,6,Third_Party,197.97,Low,0,0,4,2,0
3681,31,F,Suburban,3,Comprehensive,263.74,Medium,0,0,5,1,0
3682,41,F,Urban,4,Basic,129.42,Medium,1,0,5,0,0
3683,41,M,Suburban,1,Third_Party,188.92,Medium,0,20,3,1,1
3684,37,F,Suburban,10,Basic,101.78,Low,1,0,4,2,0
